record_no,gm_id,nickname,source_database,redistribution,nga_record_id,earthquake_name,year,station_name,mw,mechanism,rrup_km,vs30_mps,scale_factor,D5_75_s,D5_95_s,cms_period_s,return_period_yr
334,gm004,CMS1s_2475years_gm004,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),3468,Chi-Chi_ Taiwan-06,1999,TCU067,6.3, Reverse,24.67,433.63,4.17,10.3,22.8,1.0,2475
335,gm005,CMS1s_2475years_gm005,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),3503,Chi-Chi_ Taiwan-06,1999,TCU122,6.3, Reverse,31.28,475.46,2.27,8.1,15.2,1.0,2475
336,gm006,CMS1s_2475years_gm006,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),3753,Landers,1992,Fun Valley,7.28, strike slip,25.02,388.63,1.51,22.7,29.6,1.0,2475
337,gm007,CMS1s_2475years_gm007,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),4031,San Simeon_ CA,2003,Templeton - 1-story Hospital,6.52, Reverse,6.22,410.66,1.02,3.3,10.3,1.0,2475
338,gm008,CMS1s_2475years_gm008,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),4871,Chuetsu-oki_ Japan,2007,Shiozawa Building_ Minamiunuma,6.8, Reverse,41.75,425.06,0.97,10.6,18.9,1.0,2475
339,gm009,CMS1s_2475years_gm009,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),5270,Chuetsu-oki_ Japan,2007,NIG024,6.8, Reverse,25.33,375.22,1.53,5.4,15.8,1.0,2475
340,gm0010,CMS1s_2475years_gm0010,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),8157,Christchurch_ New Zealand,2011,Heathcote Valley Primary School,6.2, Reverse Oblique,3.36,422.0,0.47,3.3,6.0,1.0,2475
341,gm001,CMS1s_5000years_gm001,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),57,San Fernando,1971,Castaic - Old Ridge Route,6.61, Reverse,22.63,450.28,1.92,10.6,16.8,1.0,5000
342,gm002,CMS1s_5000years_gm002,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),802,Loma Prieta,1989,Saratoga - Aloha Ave,6.93, Reverse Oblique,8.5,380.89,1.3,4.1,9.4,1.0,5000
343,gm003,CMS1s_5000years_gm003,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),982,Northridge-01,1994,Jensen Filter Plant Administrative Building,6.69, Reverse,5.43,373.07,0.36,4.0,12.5,1.0,5000
344,gm004,CMS1s_5000years_gm004,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),1019,Northridge-01,1994,Lake Hughes #1,6.69, Reverse,35.81,425.34,2.56,8.4,16.0,1.0,5000
345,gm005,CMS1s_5000years_gm005,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),1283,Chi-Chi_ Taiwan,1999,HWA034,7.62, Reverse Oblique,44.32,379.18,4.19,10.5,20.1,1.0,5000
346,gm006,CMS1s_5000years_gm006,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),3473,Chi-Chi_ Taiwan-06,1999,TCU078,6.3, Reverse,11.52,443.04,1.44,3.6,7.4,1.0,5000
347,gm007,CMS1s_5000years_gm007,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),3751,Cape Mendocino,1992,South Bay Union School,7.01, Reverse,35.22,459.04,1.74,8.3,14.7,1.0,5000
348,gm008,CMS1s_5000years_gm008,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),3759,Landers,1992,Whitewater Trout Farm,7.28, strike slip,27.05,425.02,4.36,23.2,33.4,1.0,5000
349,gm009,CMS1s_5000years_gm009,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),3865,Chi-Chi_ Taiwan-06,1999,CHY006,6.3, Reverse,40.64,438.19,2.76,7.1,20.6,1.0,5000
350,gm0010,CMS1s_5000years_gm0010,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),4451,Montenegro_ Yugoslavia,1979,Bar-Skupstina Opstine,7.1, Reverse,6.98,462.23,0.59,8.8,21.3,1.0,5000
